"date","ID","consumption","temp","dew_pt","hum","wind_spd","dir","vis","pressure","cond","fog","rain"
2018-09-01,"69469107",0.082282767464676,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"69999094",0.263770941105577,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"69478883",0.843622502309245,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"6393013",0.0239029381360751,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"4887707",0.124514797353186,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"69749518",0.0108955975353098,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"65118826",0.0416753786661275,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"6392057",0.00458573289347441,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"69518092",0.190109859074028,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"65118840",0.0207089432004324,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"7072161",0.0330834837962755,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"69001263",0.0500573167794869,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"4962433",0.0816218000682056,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"78082613",0.101687795183125,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"69585544",0.00915960648171676,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"65118829",0.0403387270609414,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"4839509",0.307437141203764,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"65118848",0.0322317774998737,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"65063303",0.0265000694444666,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"65052581",0.0183336574074247,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"65118755",0.0338546078062052,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"5140250",0.154008284865768,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"69585545",0.0683605466059589,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"69001269",0.121169467592608,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"65063211",0.024903145786368,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"65005112",0.0573333796295969,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"6842762",0.0368689557327855,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"7072337",0.0152588989931246,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"7072241",0.0080807550582449,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"6842413",0.0374959963367019,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"6627258",0.0322555499368491,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"69089222",0.180831597196402,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"65118764",0.0259299548844183,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"65012411",0.0114166822165487,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"6921678",0.843464431694883,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"6681763",0.0193361574074089,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"6842421",0.0197313902382916,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"5037175",0.0405042361110759,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"6392146",0.0298496344314003,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"6393014",0.083015497903034,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-01,"4866195",0.0620663349916413,15.4375,13.5625,84.0625,11.24375,"NNW",31.75,1024.6875,"Scattered Clouds","0","0"
2018-09-02,"69611360",0.0421402035623544,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"65014229",0.0389977255137524,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6940321",0.0537226651213132,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"69250492",0.0227831243398384,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6940322",0.0367502430555646,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"65063195",0.0239855080303641,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6540708",0.0125108246580226,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"65014274",0.0263537082466883,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"69001263",0.0433900647698238,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"4529799",0.0193090265930778,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6567326",0.0640853223725344,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"69580701",0.568238659074268,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"69688095",0.0263399344430297,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"78138095",0.290656057232354,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"7072231",0.0341876210556507,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"5093913",0.00917454515877125,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"69652588",0.00191520740163043,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"69478883",0.703069164932003,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6627217",0.0162521180555473,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"5093998",0.0302692892647656,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"78443775",0.0211842032548968,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"69429582",0.410847337962878,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"65118812",0.0121678222761687,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"7183151",0.14419088676209,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6618580",0.0216680741896198,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"78185925",0.847723122982188,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"65118829",0.0299244328703594,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6790798",0.021033611111136,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"69518092",0.171677902687861,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"69652603",0.0299528723650724,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"78673711",0.0179149692054129,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6392057",0.00400230896462972,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6842603",0.069162310448462,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"5325295",0.0199988335967589,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"65118826",0.0283182611408961,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6790785",0.0782637471990029,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"65067046",0.0319999999999823,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"65118848",0.0329343739636556,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"69469107",0.07083572790566,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"69999051",0.145584198658042,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"4839509",0.317620679159518,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"65118805",0.00199872871525031,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6392172",0.0259834607686571,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"65063211",0.0230199953425654,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6618578",0.23084039351761,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6627320",0.0172638380821581,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"4529800",0.0181336078754839,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"65052581",0.0150833449074526,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"65118755",0.0261052989886537,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"5140250",0.130434930837055,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6681894",0.00216831230858361,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"7072337",0.0149159606481817,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"7072241",0.00412713785885899,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"65005112",0.0560833449074494,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6393013",0.0229293176984129,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"4887707",0.078876567399675,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"7072161",0.0191553784665928,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6842413",0.0314841963838148,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6842762",0.0233190450211112,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"69861509",0.0161912085651323,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"69749518",0.0110120118915376,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6392146",0.0290184452535982,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6627258",0.0309769280299861,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"4962433",0.0799953343871493,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6842421",0.0122553954622617,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"69999094",0.250983118543445,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"4866195",0.0653537663924908,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6681763",0.0144201967592608,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"78082613",0.109089685821317,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"69518080",0.0434147935810643,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"69585544",0.000840393518501514,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6393014",0.0684653115633864,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6627261",0.0368675306234536,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6681892",0.0160952165855974,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"65118840",0.0109626683613158,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"69001269",0.0972030787037284,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"5037175",0.0280925115741297,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"69585545",0.0515761572192446,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"69089222",0.14620129613786,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"65063303",0.0241514228320057,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"65118764",0.0305113145622613,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"6921678",0.747933559835474,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-02,"65012411",0.00551509512365556,16.3333333333333,14.3333333333333,84.8888888888889,7.30555555555556,"East",23.5611111111111,1028.27777777778,"Mist","0","0"
2018-09-03,"78673711",0.0335936094220524,17.047619047619,14.5714285714286,82.0476190476191,12.4428571428571,"East",25.3285714285714,1023.33333333333,"Partly Cloudy","0","0"
2018-09-03,"65063211",0.0357795194790356,17.047619047619,14.5714285714286,82.0476190476191,12.4428571428571,"East",25.3285714285714,1023.33333333333,"Partly Cloudy","0","0"
2018-09-03,"69749518",0.0100796785364139,17.047619047619,14.5714285714286,82.0476190476191,12.4428571428571,"East",25.3285714285714,1023.33333333333,"Partly Cloudy","0","0"
2018-09-03,"69478883",1.266139302375,17.047619047619,14.5714285714286,82.0476190476191,12.4428571428571,"East",25.3285714285714,1023.33333333333,"Partly Cloudy","0","0"
2018-09-03,"65014274",0.0378100526601202,17.047619047619,14.5714285714286,82.0476190476191,12.4428571428571,"East",25.3285714285714,1023.33333333333,"Partly Cloudy","0","0"
2018-09-03,"7072231",0.0285020386778569,17.047619047619,14.5714285714286,82.0476190476191,12.4428571428571,"East",25.3285714285714,1023.33333333333,"Partly Cloudy","0","0"
2018-09-03,"65063195",0.0110848137867379,17.047619047619,14.5714285714286,82.0476190476191,12.4428571428571,"East",25.3285714285714,1023.33333333333,"Partly Cloudy","0","0"
2018-09-03,"69652588",0.00199240442984916,17.047619047619,14.5714285714286,82.0476190476191,12.4428571428571,"East",25.3285714285714,1023.33333333333,"Partly Cloudy","0","0"
2018-09-03,"65063303",0.0304103248531646,17.047619047619,14.5714285714286,82.0476190476191,12.4428571428571,"East",25.3285714285714,1023.33333333333,"Partly Cloudy","0","0"
2018-09-03,"6940322",0.0487498263889279,17.047619047619,14.5714285714286,82.0476190476191,12.4428571428571,"East",25.3285714285714,1023.33333333333,"Partly Cloudy","0","0"
2018-09-03,"6627258",0.0410488701503482,17.047619047619,14.5714285714286,82.0476190476191,12.4428571428571,"East",25.3285714285714,1023.33333333333,"Partly Cloudy","0","0"
2018-09-03,"6627217",0.0187358047394923,17.047619047619,14.5714285714286,82.0476190476191,12.4428571428571,"East",25.3285714285714,1023.33333333333,"Partly Cloudy","0","0"
2018-09-03,"69429582",0.336150766391711,17.047619047619,14.5714285714286,82.0476190476191,12.4428571428571,"East",25.3285714285714,1023.33333333333,"Partly Cloudy","0","0"
2018-09-03,"65118829",0.0262521180555382,17.047619047619,14.5714285714286,82.0476190476191,12.4428571428571,"East",25.3285714285714,1023.33333333333,"Partly Cloudy","0","0"
